tick,benign_velocity,uds_velocity
0,8.575171566009521,8.191261196136475
1,9.802722072601318,9.336467456817628
2,11.008085346221923,10.496676063537597
3,8.231024837494875,10.530345726014621
4,4.450142240524809,5.624994421005794
5,2.0650773525239625,2.4346252441410106
6,0.5729157686242027,0.7834281921388454
7,0.252635630966992,0.07516346276574641
8,0.6752691328586149,0.5551575601171898
9,0.8393682360742046,0.7876253664603501
10,0.8436201810859875,0.8691709578072312
11,0.7433435976505738,0.8663185894498164
12,0.645664089918388,0.8108718037605921
13,0.5432893216610152,0.7139660060406602
14,0.4461666673426676,0.5812651634217559
15,0.3571905523538719,0.49463919997250505
16,0.2847911059856435,0.40940508842473683
17,0.22648944233300933,0.3353919178247543
18,1.795239402428427,0.2760161250829831
19,2.7765595820633373,1.253654253719456
20,3.6570268934756243,2.2330614204308765
21,4.299871243783164,2.979139948965385
22,4.836266482105603,3.77585212200894
23,5.457598440971584,4.362304276163244
24,6.0995386107116545,4.9069076246529395
25,6.526107963286047,5.331554349100653
26,6.898583010010792,5.489802696056815
27,7.271016755957396,5.7791752568721115
28,7.670320777041509,6.231706483605821
29,8.215591661967462,6.636769847952899
30,8.830451689785038,7.022746274590812
31,10.002240377474731,7.2293279835525395
32,10.524523920014325,7.66176742955051
33,11.213254015451069,8.176523131236076
34,11.977582677434956,8.610869746465214
35,12.546200783056875,9.298148098189005
36,13.123904735333591,9.845056924459291
37,14.044165696095925,10.32692387573078
38,14.823953776285792,10.933424904815345
39,15.3831170278692,11.551291612550203
40,15.975654336160247,12.171760890970496
41,16.51854800464002,12.751423382136656
42,17.085459974082557,13.280843294344395
43,17.72448750973011,13.794705820851284
44,18.481582641277097,14.322213973883276
45,19.036493889226293,14.825503844643698
46,19.043004466352187,15.316269771874582
47,19.072636053965045,15.788145294708553
48,19.223285479275003,16.28337774540228
49,19.4948323282076,16.752789221408285
50,19.74356231931713,17.22442612264827
51,19.884043361851308,17.713401407245193
52,20.084935755161613,18.217174700325746
53,20.583200635316885,18.720426238733918
54,21.235394726870723,19.172459662734905
55,21.2603682903519,19.127517904038942
56,21.25997999265756,19.16748641545389
57,21.22641031229544,19.036072271870612
58,23.769212822327336,19.28041204874531
59,25.335600518495824,19.45955302068816
60,26.546033816862778,19.973719033318837
61,27.541094469459548,20.31817810551641
62,28.316473961957726,20.72468923185134
63,28.917827285347737,20.79040038130287
64,29.466336992685562,21.318277812182004
65,30.101328295965814,21.556482764637842
66,30.38128867065606,21.639476881946194
67,30.553103946840007,21.638781332645717
68,30.431142144630144,21.671722171633654
69,30.21163955662478,23.241310480655166
70,29.88669317833857,24.510249019281936
71,29.559412336716612,25.652763722768015
72,29.180223127443647,26.582821709698994
73,28.91327961833067,27.465808986718972
74,28.838226136591008,28.11125923530902
75,28.850513954279368,28.709542982496277
76,28.96490505955179,29.256999444485377
77,29.15052417181679,29.780657936950867
78,29.413989952098717,30.247674156129467
79,29.780972326965713,30.553553828751348
80,30.00512516063568,30.57384894097192
81,30.135533969780777,30.434490115175958
82,30.06824009722009,30.183654427808413
83,29.908612122348842,29.870367641810827
84,29.73125226165558,29.597399736919822
85,29.451535302010164,29.336786708242858
86,29.24602161559847,29.106571473179304
87,29.134464155717133,28.951733625792976
88,29.067669768541705,28.95098739967752
89,29.289820296269877,29.028229561015653
90,29.510992327902688,29.135566020995512
91,29.7379457986811,29.341752307225487
92,29.915870777052017,29.64869838425268
93,30.011275928630358,29.993300034307005
94,29.97915230299366,30.13784398457453
95,29.851987874409456,30.11984926053034
96,29.673344647217107,30.062378688121296
97,29.460382620768502,29.868426652853753
98,29.30654129503888,29.48420682063194
99,29.180417580905026,29.22232090562329
100,29.1744798215614,28.998507815630415
101,29.335026185454026,28.904631283729
102,29.52095611740462,28.975720828465818
103,29.786575047541785,29.14166104177051
104,29.876010063395526,29.364292920633865
105,30.03810919031418,29.69766552778191
106,30.054469139676783,30.020617919603573
107,29.94915486002528,30.18840196595264
108,29.769461942042298,30.144037017943084
109,29.574528781216873,29.978867533815727
110,29.364636457676948,29.80098235589744
111,29.231460335966478,29.596193171353214
112,29.17476305919804,29.40221980960103
113,29.228681522924287,29.258547437848385
114,29.339128333971455,29.181239342428896
115,29.594667605299744,29.213003590143433
116,29.838849817251464,29.326195490226336
117,29.99667523992843,29.497336140889917
118,30.016839918799676,29.677611328758054
119,29.933745873552517,29.728100816645995
120,29.742601882425436,29.858724331838687
121,29.504269548292125,29.837022457054033
122,29.293375447845367,29.761738073342713
123,29.195517540595834,29.72720899601666
124,29.172766412758865,29.67161929662717
125,29.262137765558485,29.548009035080284
126,29.499976039353506,29.399385048596574
127,29.779809131684953,29.417014803696986
128,29.93135209248663,29.485349024640026
129,30.03868522771729,29.542432491861206
130,30.013597821053686,29.663759238461793
131,29.874373358012605,29.7507491240423
132,29.64500909033816,29.738655649944345
133,29.424330615456913,29.694755471441265
134,29.266796198941424,29.663155918154764
135,29.098333614305183,29.616256442980433
136,29.21635796942503,29.58523380876963
137,29.340129809954455,29.509402189376747
138,29.576645957950753,29.513258067896608
139,29.805536792542284,29.559319948851485
140,29.969683318339552,29.622130294487214
141,30.041053379782763,29.66344277457596
142,29.96343797087822,29.6261508415214
143,29.817192042517956,29.657708259760565
144,29.645160464934634,29.61118070712588
145,29.439176491618916,29.642011399850087
146,29.264088215753105,29.66440516045785
147,29.21312511881539,29.66958783933108
148,29.269440388192805,29.667368101181374
149,29.37642335114859,29.64178620869929
150,29.5514463499956,29.558385887323833
151,29.739343976850936,29.46987454248449
152,29.899729379567933,29.482690516417918
153,29.981275800793853,29.497089502022813
154,29.95825255470705,29.581318954543626
155,29.803595411021416,29.646979510645515
156,29.617166996925164,29.718692957763636
157,29.40266151609465,29.683006185144443
158,29.296409590300755,29.724939864328448
159,29.260379807813425,29.728251783531878
160,29.330318397049098,29.634745868920174
161,29.472942088226212,29.60048623131588
162,29.508685382618836,29.549036133316882
163,29.717625420290027,29.542860815803202
164,29.80083336561082,29.53828995587575
165,29.853660484486,29.555855124775235
166,29.77366165281336,29.53342363886729
167,29.72292188885944,29.611737036726407
168,29.58266374356894,29.604773146808608
169,29.54535825023291,29.662015467869278
170,29.52030587901025,29.62510295273616
171,29.455561733102066,29.578712785887166
172,29.518616506714892,29.62431911681122
173,29.55846949231558,29.652113327279395
174,29.574951623474625,29.66889720589878
175,29.587585950332453,29.677876116511587
176,29.647156107423324,29.67132435717844
177,29.736087296508593,29.589929912141766
178,29.761846844698052,27.036824033512225
179,29.747561089174653,24.167896601406483
180,29.717606016946206,15.20749845155537
181,29.649850515003482,0.005167319825454747
182,29.587702055812663,0.015328758114411171
183,29.494623527058177,0.006416563930842173
184,29.49315749360268,0.002480529457274676
185,29.392779748356812,0.001506861769830928
186,29.44955521195287,0.0
187,29.53753538795263,0.0
188,29.65714215175979,0.0
189,29.72286117823232,0.012078224465761591
190,29.759847478518203,0.0004388819831697757
191,29.781741261388902,0.0010998097830896857
192,29.731066598915174,0.0
193,29.670806415029666,0.0
194,29.59360311042814,0.0
195,29.43092309747081,0.0
196,29.423379322371613,0.0
197,29.45996526298006,0.0
198,29.44948763110763,0.0
199,29.600346053689684,0.0
200,29.729463595909767,0.0
201,29.835950636025295,0.0
202,29.844300944751957,0.0
203,29.80339779244305,0.0
204,29.708420678617998,0.0
205,29.435062151071765,0.012768877692249589
206,29.37817741969587,0.002794345660783738
207,29.3564220181812,0.00540298720066602
208,29.414949740518576,0.0021366273805582415
209,29.512672032629748,0.03421123784097077
210,29.636507015287187,0.028453216851015508
211,29.741978771190595,0.023411969441814416
212,29.786063125838652,0.30677969128950966
213,29.784949864412265,0.08666200563864375
214,29.753777443479922,0.3333859296718083
215,29.66457775082376,0.8785149075165422
216,29.551386325943408,1.1265895364911718
217,29.459930744156875,1.4310984626402565
218,29.247626952211224,1.6029022858039157
219,29.33468245221692,1.7578911318539774
220,29.52857662195447,2.182075621970046
221,29.65165535095084,2.326572241936155
222,29.78923077178522,2.8229646391053707
223,29.647885040600865,3.059109848016172
224,29.822390096578943,3.4026661404000356
225,29.561702300878082,3.7226129137418966
226,29.700443742290414,4.083060315950199
227,29.439411045864297,4.510773099418351
228,29.56597783640771,4.913375534848144
229,29.52101692715463,5.287256880713759
230,29.45605716579178,5.691025791301775
231,29.363403551824625,6.027226711584257
232,29.301553610423213,6.163124090097461
233,29.423166774189777,6.635388332829887
234,29.64029265711824,6.953300431292312
235,29.86787203666597,7.359726685699693
236,30.017320392733115,7.76275368648379
237,30.0623156935118,7.946151064512179
238,29.96965081980987,8.309809736008098
239,29.800225780787017,8.774681493745568
240,29.602832275117546,9.057441253749651
241,29.41052447781832,9.574983100170916
242,29.26182579895109,9.939234399491188
243,29.202416340789615,10.248576980965908
244,29.255145313089105,10.627945958881478
245,29.403712819197327,11.038202752139094
246,29.593419207100833,11.499605796214862
247,29.757172535687307,12.01222974079311
248,29.75485412990373,12.626296139567367
249,29.745527043941166,13.278617457840236
250,29.72972244488473,13.889214331124286
251,29.739770398082932,14.424177748274865
252,29.69163072901331,14.906570194070989
253,29.540172919783807,15.438995845013654
254,29.52794356465687,15.93308036507352
255,29.518929284715767,16.45360361137635
256,29.50920222847204,16.900533465609207
257,29.57024092559766,17.351089740764593
258,29.621818862741208,17.818425326018836
259,29.59879692568032,18.25850774771723
260,29.663379261307785,18.77338570594027
261,29.66830656499728,19.20210762174211
262,29.69649357712894,19.13524512220002
263,29.659510069930285,19.341827565549025
264,29.62667500942645,19.224681262566413
265,29.575382915500438,19.47988903211603
266,29.5822426512919,19.63464906527916
267,29.55816502997635,20.1883664420391
268,29.496442058228098,20.451944517419108
269,29.549061911015762,20.715599838813556
270,29.634637571171773,21.009627402796387
271,29.68198200821524,21.065995697174912
272,29.7151282238306,21.139806873249636
273,29.688034389551095,21.170794988556345
274,29.570594297632066,21.19127762908385
275,29.544851379722168,21.9607640660084
276,29.419957693554366,23.496969038251404
277,29.49621170029155,24.795328748058637
278,29.507460087026033,25.690385945070677
279,29.631355679053513,26.45587603954186
280,29.81601480879383,27.113905481374708
281,29.619091304266878,27.58244390298404
282,29.787742978194863,28.125342439641532
283,29.531450890718194,28.375292780790435
284,29.56538239582396,28.689574503758717
285,29.54659672338363,29.24242242099848
286,29.680200563192447,29.642317122243284
287,29.414747626751076,29.90701540800002
288,29.575879232652927,30.336337590384357
289,29.57877428940311,30.474083737296066
290,29.621259046536814,30.45168112204746
291,29.668386129770305,30.081311937864346
292,29.70395161912474,29.993001195847977
293,29.704536365593572,29.764025816044736
294,29.691504330563777,29.54118527869933
295,29.65077276261861,29.23525665287754
296,29.57478550876077,29.08882521969287
297,29.544308821296948,29.040932886854844
298,29.52790043822244,29.1261260036415
299,29.531481259566167,29.28759660972102
300,29.578576872453933,29.493936314115977
301,29.620270800384215,29.73530122392427
302,29.66308313889051,29.917029446118164
303,29.657608022039337,29.982007301072905
304,29.654751703600056,29.972295088584982
305,29.65095282378069,29.866232701963394
306,29.419353009081544,29.637734618541256
307,29.438866344141907,29.425008753295316
308,29.513956799014707,29.227335272154313
309,29.581233446652924,29.181407324179084
310,29.7671446065324,29.227510936137737
311,29.794275555702935,29.2595937007948
312,29.73840721237486,29.3393076871907
313,29.6660922790953,29.457461689099965
314,29.603298610718586,29.758457209531773
315,29.512231710667514,29.90226889133568
316,29.476874008532015,29.911093585524277
317,29.50136016259973,29.905356515019545
318,29.28327610550391,29.756261223983802
319,29.413362053699792,29.590018502976843
320,29.58007800099857,29.460221758225607
321,29.697039016057097,29.330636280549534
322,29.85626831332019,29.26765956086425
323,29.91359144949872,29.38499304974854
324,29.85293909338189,29.54352709431696
325,29.7685894913148,29.731541514308812
326,29.616970762693988,29.87909911010873
327,29.47921068720917,29.916091630243333
328,29.404367277928024,29.873750283214424
329,29.376947650837117,29.762176920612404
330,29.36314609408732,29.646784148777204
331,29.490776324439427,29.48508086635643
332,29.622553767740126,29.347577969983174
333,29.7769842338289,29.24259910445409
334,29.873612060046664,29.209755645823435
335,29.86769935193377,29.253212057129947
336,29.92104160468403,29.495740219319796
337,29.538805331883733,29.77809291093038
338,29.470668115633625,29.915793554375995
339,29.469201663349246,29.960577079439457
340,29.35938258163669,29.923932579254338
341,29.12542548363457,29.858547173298586
342,29.32713054949216,29.771434658674988
343,29.430940403482424,29.619264974180982
344,29.61026266454784,29.466277215557565
345,29.789403954417537,29.330606451835674
346,29.911502646265717,29.32498997481261
347,29.947845141488944,29.381951738135566
348,29.90339093700368,29.411592412047167
349,29.59605470701389,29.584383724392115
350,29.51790579657428,29.773326890632525
351,29.45626804431468,29.917545898996597
352,29.38882141539276,29.91430523495316
353,29.38042216752402,29.826234460191518
354,29.433548115094233,29.695946592166234
355,29.55718281551457,29.5671162951838
356,29.674619891809407,29.45208536828246
357,29.775745965709135,29.36990501178118
358,29.799569061776108,29.311760122196848
359,29.571511006566478,29.308206998474667
360,29.525717678513427,29.377276762596722
361,29.502119497979955,29.61578025463483
362,29.521172180058116,29.7280282713033
363,29.527417231657413,29.808691456666903
364,29.470727774995886,29.831305503400056
365,29.631798530128222,29.8140744463025
366,29.743815837762323,29.747105559700277
367,29.797052139861158,29.66063372456833
368,29.823679218716524,29.570175856172856
369,29.782040248939254,29.508617932938254
370,29.66280883848008,29.44856915346987
371,29.475642007977584,29.514147590021135
372,29.386779097722435,29.503097247340968
373,29.360876983042818,29.513343975540224
374,29.392149016406986,29.542449709634102
375,29.480605949455047,29.561448962182183
376,29.654507282651007,29.670072954432666
377,29.8518245451159,29.8100198888502
378,29.87182386540277,29.88701609800579
379,29.790392719955374,29.894174442203447
380,29.61154122272406,29.780649464899575
381,29.475247903985608,29.669148197175733
382,29.355136133887108,29.521635195654515
383,29.33185903015598,29.397627512326792
384,29.403933042307788,29.35183402292309
385,29.544075389479364,29.31213135037292
386,29.655945274738105,29.310669935265118
387,29.69679901603557,29.38859473995311
388,29.66127524969444,29.460970895117647
389,29.680228108484247,29.574973638569386
390,29.501845895429803,29.68727747257092
391,29.533119771849044,29.76235353163068
392,29.609436037217407,29.809433178885154
393,29.64351617331186,29.8234658022407
394,29.66376538599784,29.8036562987758
395,29.58085856816371,29.769644715502444
396,29.46945346228805,29.69249084406079
397,29.460338826065822,29.640512988549986
398,29.526087141237692,29.562999406345455
399,29.615738492382576,29.455367612536786
400,29.674248253929704,29.36971551249943
401,29.75476427492405,29.41643027801583
402,29.817371658398223,29.531744860663295
403,29.373598063701586,29.620222807744984
404,29.196737651590375,29.636580513432552
405,29.166007530575786,29.64436133329641
406,29.059672398534392,29.71476255361363
407,29.193106149484677,29.696474352361072
408,29.316226169239602,29.664612073797326
409,29.40075272190661,29.598244238274948
410,29.73178803605409,29.60532802763427
411,29.90220792065484,29.636731130359752
412,30.004919909801398,29.663644860247867
413,29.895253493927022,29.686142497935023
414,29.758353387729578,29.632169597328556
415,29.646938521932263,29.568523490401137
416,29.5432406038615,29.50959652130099
417,29.499957524676386,29.44766749183695
418,29.40287785422897,29.447369636161923
419,29.298099338040867,29.477539799942512
420,29.323066053730045,29.499919461720904
421,29.49244374320515,29.550683702860596
422,29.713682628713077,29.62336486580306
423,29.886491367965867,29.67512359183292
424,29.930808311352845,29.704853206208995
425,29.90700429367198,29.821308741150347
426,29.731132562445477,29.866635869083563
427,29.567270121606562,29.811448187494612
428,29.334477478012143,29.7132903694998
429,29.214257713298863,29.581041357680714
430,29.173115186507683,29.483707855175275
431,29.148645375863435,29.376777521155443
432,29.341444748932663,29.400046286692742
433,29.59873123150156,29.40257871072966
434,29.808647312459467,29.42976147131803
435,29.98405251147562,29.56924976131358
436,30.053910550753294,29.646510075449346
437,29.990538365716976,29.67065818887855
438,29.853396971973893,29.715507143484654
439,29.686100207445254,29.7061813250411
440,29.4624248721081,29.772372209793378
441,29.180024950911267,29.74424565446312
442,29.043461056023833,29.66644604568676
443,29.039646974525123,29.582057184827843
444,29.475030199564724,29.556907334889683
445,29.61677681888667,29.52719799357897
446,29.854246348523652,29.494608416028278
447,29.98603154071491,29.5658375144512
448,29.990327569814454,29.551634470718113
449,29.908581507594494,29.553639488180394
450,29.764970505472913,29.550744877058175
451,29.590559886070558,29.579308639306795
452,29.45347103527365,29.59458418037886
453,29.293695459036016,29.643202021082296
454,29.205787328906496,29.65440641095832
455,29.21956841040159,29.662807635294527
456,29.345301797773555,29.65614099820836
457,29.52433219427019,29.62907872342886
458,29.77040181406552,29.594192940988183
459,30.00930347244617,29.586296481327388
460,30.09591046939806,29.55102892585956
461,30.0683169776691,29.540805937835483
462,29.90315328746621,29.55989642265209
463,29.74556434097324,29.672092428935688
464,29.547435294863156,29.736387926636407
465,29.407243077917336,29.734712280887084
466,29.309990446846445,29.690862317125703
467,29.244066708631266,29.625967649002007
468,29.247095080118783,29.51653952623532
469,29.247844211033165,29.405597760751423
470,29.383976546012963,29.348138394400934
471,29.660699881774615,29.325445119020596
472,29.935035516762845,29.395445201902493
473,30.051486740680797,29.500039951836158
474,30.03905692884311,29.744742048949693
475,29.87756752222016,29.835845325214517
476,29.719685639995365,29.97688182826101
477,29.518441261110777,29.9884047374957
478,29.301899724470022,29.764544923067422
479,29.145218222682402,29.560211095131557
480,29.180921648944334,29.39941613204416
481,29.27807210806522,29.27004083719378
482,29.466601124985907,29.24140719165233
483,29.69337106039414,29.307795400202043
484,29.886136560566584,29.487617462049716
485,30.004357929531277,29.652004869627152
486,29.98155729928305,29.775230222280857
487,29.877777745271654,29.80877179078004
488,29.722317596747825,29.75063803705509
489,29.54667355892157,29.684324478482974
490,29.394734702035343,29.597038165334517
491,29.2788148370283,29.53386292912934
492,29.258914670385852,29.476121294107013
493,29.34835426195179,29.43717004922197
494,29.518107228449413,29.429892362703246
495,29.70659781369842,29.48402655015435
496,29.84315576888299,29.425011115699917
497,29.917266155195126,29.470352489955076
498,29.92037281485482,29.59385964710112
499,29.836148485883488,29.750233930586756
500,29.691785733206515,29.861261940164166
501,29.528928945975682,29.872406269167104
502,29.41756770148101,29.60099892560755
503,29.294350221237018,29.48877436633974
504,29.22140533038648,29.24673841330474
505,29.33598138696205,29.2650981758959
506,29.500879868868186,29.26448433744628
507,29.721327409101693,29.48719571343852
508,29.928949699760796,29.612892756654055
509,29.9936820062045,29.714529900263983
510,29.958563181056622,29.704311054301357
511,29.793280697111186,29.764868519987843
512,29.64179783321911,29.784787528807826
513,29.481473376412886,29.74697447274511
514,29.356246556059233,29.697948076714155
515,29.301798924289177,29.608637784023134
516,29.33276267245727,29.474069364395838
517,29.443929285128192,29.374687682815072
518,29.59835340632945,29.34774274761691
519,29.749917157284223,29.405411004058433
520,29.830798981334688,29.461033004519724
521,29.859712430970426,29.557537333176015
522,29.763800489029922,29.672633274131307
523,29.67251538406568,29.742615438861456
524,29.540967349545365,29.874600018702957
525,29.45383642332402,29.9121062741156
526,29.349562407464617,29.81249535006123
527,29.35910964676945,29.671360352936112
528,29.338174280941384,29.554950464489323
529,29.43960489922485,29.470105706825336
530,29.668687523711583,29.387230263321825
531,29.78965052001989,29.308260428608506
532,29.871936455901768,29.28645695466289
533,29.821151270541876,29.329793876355236
534,29.827345800971152,29.364955579715964
535,29.71835307580957,29.473508945005314
536,29.64930566615254,29.619909051075176
537,29.557294898617968,29.74572855185831
538,29.480494277780235,29.896825841659293
539,29.450736187857856,29.948332108999182
540,29.436448901336032,29.938498415155866
541,29.541124779198274,29.82904553383465
542,29.57551917379003,29.667420282762485
543,29.684160926031034,29.52118656426008
544,29.74134910575489,29.39114332593845
545,29.80015606891096,29.367271947464705
546,29.81245205870224,29.375807220607104
547,29.757797651042598,29.487331569593437
548,29.680261582418538,29.625808435612385
549,29.581461838887037,29.742886025060315
550,29.516325427238627,29.758794927246644
551,29.455085715637395,29.738468895914192
552,29.399253969132427,29.666735091850143
553,29.422792422638448,29.601295445288503
554,29.523696496841286,29.594647866986136
555,29.65342420069632,29.5442291772449
556,29.69903755666947,29.496810245166795
557,29.80093592338997,29.47693466871737
558,29.72805583644839,29.425041663505336
559,29.66219635489474,29.52174728234561
560,29.591917487195683,29.642991050093663
561,29.465483198361532,29.765990624252165
562,29.470796083574086,29.80190901441127
563,29.49179175700118,29.74268075059651
564,29.480727414919766,29.655721991637
565,29.508964772745326,29.54281338585488
566,29.630221199055644,29.482296412129433
567,29.635747435735805,29.427364369953857
568,29.73716125990913,29.440883412138998
569,29.802620983082917,29.459243430070664
570,29.80798154628392,29.596643646909776
571,29.768791665314378,29.720377145903758
572,29.676766688633165,29.835294080845788
573,29.533927711364694,29.859477981213562
574,29.43708806985555,29.797600932609317
575,29.320614618814997,29.737122849728557
576,29.318768497746156,29.655992356002187
577,29.392170853015433,29.572730982336267
578,29.53635138803874,29.485099588928357
579,29.700876699351426,29.393040858852878
580,29.821964074994355,29.365290931509804
581,29.86263307533363,29.429114539909754
582,29.75486161516033,29.541564009060473
583,29.66687633561,29.68012063515314
584,29.59266483571508,29.799109037126605
585,29.539207528561803,29.808644956847115
586,29.47276964995245,29.756044042148766
587,29.474591468339863,29.689072792314388
588,29.426641934571276,29.586327303891032
589,29.444827211223085,29.502124714923745
590,29.473033804801673,29.455822398401395
591,29.54168729853879,29.442972967663774
592,29.575373260027394,29.53842842468971
593,29.71255197427609,29.651475256915028
594,29.780318941571636,29.648699991097168
595,29.730560738701417,29.67275427181375
596,29.743163783690424,29.659740563602874
597,29.658442098378956,29.71122436928284
598,29.665504940336383,29.736669721834463
599,29.616245382703237,29.703185224104143
600,29.59221797568839,29.66175260425194
601,29.57176155378744,29.60156396338675
602,29.534054652421386,29.483080915262043
603,29.52081924476243,29.400173290333075
604,29.5524726824292,29.34688126366045
605,29.641435353225376,29.374372341009387
606,29.697368641087824,29.42788653252714
607,29.737455580152748,29.504049390625408
608,29.749890071467394,29.633739496717396
609,29.713278567096115,29.70654763688841
610,29.653231955611112,29.877534589090825
611,29.534247764517218,29.883962361279494
612,29.51163786229355,29.89442910073646
613,29.517978545473632,29.845237095729836
614,29.513441921697417,29.718632034631437
615,29.568514210254307,29.54645062188868
616,29.583140761945636,29.41154734359834
617,29.60931605322018,29.309706002592343
618,29.668104431067302,29.244414540540397
619,29.696976572474505,29.32686959316141
620,29.68867226419652,29.50776885151453
621,29.654148232208115,29.68364841381042
622,29.563417629721297,29.76849722646874
623,29.54273851575756,29.895525633791017
624,29.564356365411925,29.89438719789289
625,29.598940577589577,29.817411960128183
626,29.63313268859041,29.767721432286994
627,29.657114573329732,29.652988423838355
628,29.666061439899902,29.497725485302965
629,29.664665196021748,29.42349944383627
630,29.655624333936988,29.332223199149308
631,29.56167407405685,29.288483085054136
632,29.501190173173136,29.30138863230659
